#gene ID	dictybase ID										
#genename	gene name										
#synonyms	dictybase synonyms										
#annotation	gene annotation										
#go_terms	"GO terms associated with gene. Biological process, Molecular Function and #Cellular Component ontologies are separated by || and each term within the ontology is #separated by comma."										
#domains	Protein domain identified in gene. Separated by comma.										
#polyA	Indicate if gene has polyA tail										
#est_count	Number of ESTs mapping to gene										
#published_mutants	Published mutants of gene. Each strain is separated by ||. The phenotype #for each strain is separated by comma.										
#cell_type	gene enrichment in cell type. Defined using Maeda et al.										
#enrichment_pattern	The clone ID and cell type enrichment pattern reported by Maeda et al.										
#percent_mapability	The percent of mapable transcript nucleotides 										
#											
gene ID	genename	synonyms	annotation	go_terms	domains	polyA	est_count	published_mutants	cell_type	enrichment_pattern	percent_mapability
DDB_G0268354	gxcGG	RacGEF	"pleckstrin homology (PH) domain-containing protein, RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein"	P: regulation of Rho protein signal transduction || F: Rho guanyl-nucleotide exchange factor activity || C: intracellular		Y	5				0.939799
DDB_G0268358	DDB_G0268358		cyclophilin-type peptidylprolyl cis-trans isomerase (PPIase)	"P: protein folding || F: molecular_function, peptidyl-prolyl cis-trans isomerase activity, isomerase activity || C: cellular_component"	Pro_isomerase	Y					0.867835
DDB_G0268360	DDB_G0268360					Y	6				1
DDB_G0268362	DDB_G0268362				"FNIP, FNIP, FNIP, FNIP"	Y	3				0.999568
DDB_G0268364	DDB_G0268364					Y					0.904673
DDB_G0268366	DDB_G0268366					Y					0.982075
DDB_G0268368	mybAA		myb domain-containing protein		"Myb_DNA-binding, Myb_DNA-binding"	Y	10				0.780939
DDB_G0268370	DDB_G0268370					Y					1
DDB_G0268374	dcd2B		neutral/alkaline nonlysosomal ceramidase family protein	P: ceramide metabolic process || F: ceramidase activity || C: cellular_component	Ceramidase_alk	Y	39				0.993049
DDB_G0268376	DDB_G0268376					Y					1
DDB_G0268382	DDB_G0268382					Y					1
DDB_G0268384	DDB_G0268384			P:  || F: binding || C: 	"C2, PH, PH, TPR_1"	Y	12				0.989955
DDB_G0268386	DDB_G0268386			"P:  || F: binding || C: nucleus, membrane"	SET	Y	6				1
DDB_G0268388	DDB_G0268388					Y					0.968179
DDB_G0268390	DDB_G0268390					Y					0.983435
DDB_G0268392	DDB_G0268392					Y					1
DDB_G0268394	DDB_G0268394				DUF1765	Y	2				0.928213
DDB_G0268396	15-Sep		15 kDa selenoprotein			Y	15				1
DDB_G0268398	DDB_G0268398		hssA/2C/7E family protein	P: biological_process || F: molecular_function || C: cellular_component		Y	4				0.449393
DDB_G0268400	DDB_G0268400		hssA/2C/7E family protein	P: biological_process || F: molecular_function || C: cellular_component		Y					0.495902
DDB_G0268402	rab24		Rab GTPase	"P: small GTPase mediated signal transduction, protein transport || F: nucleotide binding, GTP binding || C: cellular_component, membrane"	Ras	Y	6				1
DDB_G0268404	DDB_G0268404		DENN domain-containing protein		"DENN, dDENN"	Y	3				0.920741
DDB_G0268406	DDB_G0268406					Y					1
DDB_G0268408	DDB_G0268408					Y					0.742397
DDB_G0268410	drnB		"putative RNase III, dicer-like protein"	"P: RNA processing || F: double-stranded RNA binding, ribonuclease III activity || C: intracellular"		Y					0.944698
DDB_G0268412	DDB_G0268412				EGF_2	Y	2				0.998229
DDB_G0268416	DDB_G0268416					Y					0.955414
DDB_G0268418	DDB_G0268418					Y					1
DDB_G0268420	DDB_G0268420				"EGF_2, EGF_2"	Y	1				0.993502
DDB_G0268422	DDB_G0268422					Y					0.973306
DDB_G0268424	DDB_G0268424			"P:  || F: binding, zinc ion binding || C: "	"Arm, FYVE"	Y		V31294: wild type			0.986309
DDB_G0268426	zntA		"zinc/iron permease, zinc transporter"	P: metal ion transport || F: metal ion transmembrane transporter activity || C: integral to membrane		Y	1				0.968525
DDB_G0268428	DDB_G0268428					Y					0.945184
DDB_G0268430	DDB_G0268430		"P07271 DNA repair and recombination protein PIF1, mitochondrial precursor."	"P:  || F: nucleotide binding, ATP binding, nucleoside-triphosphatase activity || C: "		Y					0.89868
DDB_G0268432	DDB_G0268432					Y					0.906423
DDB_G0268434	DDB_G0268434					Y					0.860274
DDB_G0268436	DDB_G0268436					Y					1
DDB_G0268438	DDB_G0268438					Y					0.588415
DDB_G0268440	DDB_G0268440		Pol.			Y					0.0917574
DDB_G0268442	DDB_G0268442					Y					0.943548
DDB_G0268444	DDB_G0268444		"TRAF-type zinc finger-containing protein, meprin and TRAF homology (MATH) domain-containing protein"	P: biological_process || F: zinc ion binding || C: cellular_component	"MATH, zf-TRAF, zf-TRAF"	Y	5				0.990066
DDB_G0268446	DDB_G0268446		"glycoside hydrolase family 7 protein, cellulose 1,4-beta-cellobiosidase, cellobiohydrolase I"	"P: polysaccharide catabolic process, carbohydrate metabolic process, metabolic process, cellulose catabolic process || F: hydrolase activity, hydrolyzing O-glycosyl compounds, hydrolase activity, hydrolase activity, acting on glycosyl bonds || C: "	Glyco_hydro_7	Y	4				1
DDB_G0268448	fam45		FAM45 family protein	P: biological_process || F: molecular_function || C: cellular_component		Y	2	fam45-: wild type			1
DDB_G0268450	DDB_G0268450					Y					0.953933
DDB_G0268452	DDB_G0268452		v-SNARE family protein	P: intracellular protein transport || F:  || C: integral to membrane	V-SNARE	Y					1
DDB_G0268454	DDB_G0268454		unknown			Y					1
DDB_G0268456	DDB_G0268456		hssA/2C/7E family protein	P: biological_process || F: molecular_function || C: cellular_component		Y					0.966418
DDB_G0268458	DDB_G0268458		hssA/2C/7E family protein	P: biological_process || F: molecular_function || C: cellular_component		Y					0.742537
DDB_G0268460	ponK		ponticulin-related protein	P: biological_process || F: molecular_function || C: cellular_component		Y					1
DDB_G0268462	DDB_G0268462		putative transmembrane protein	P: biological_process || F: molecular_function || C: integral to membrane		Y	2				0.976203
DDB_G0268464	DDB_G0268464		Pol.			Y					0.107252
DDB_G0268466	DDB_G0268466					Y					0.610465
DDB_G0268468	DDB_G0268468					Y					0.607143
DDB_G0268470	DDB_G0268470		5'-B-MODULE (Fragment).			Y					0.0487157
DDB_G0268472	naprt	NAPRTase	nicotinate phosphoribosyltransferase-like protein	"P: pyridine nucleotide biosynthetic process || F: nicotinate phosphoribosyltransferase activity, transferase activity, transferase activity, transferring glycosyl groups || C: "	NAPRTase	Y	18				1
DDB_G0268474	DDB_G0268474		5'-B-MODULE (Fragment).			Y					0.00147929
DDB_G0268476	DDB_G0268476			"P:  || F: nucleic acid binding, zinc ion binding || C: intracellular"		Y					0.00194742
DDB_G0268478	DDB_G0268478		UPF0041 family protein	P: biological_process || F: molecular_function || C: cellular_component	UPF0041	Y	2				1
DDB_G0268480	cdk10		"putative protein serine/threonine kinase, CDK family protein kinase, putative cyclin-dependent kinase, protein kinase, CMGC group, PITSLRE subfamily protein kinase"	"P: protein amino acid phosphorylation, regulation of cell cycle || F: nucleotide binding, protein serine/threonine kinase activity, ATP binding, kinase activity, transferase activity || C: nucleus, cytoplasm"	Pkinase	Y					0.967332
DDB_G0268482	DDB_G0268482					Y					1
DDB_G0268484	DDB_G0268484					Y					0.415094
DDB_G0268486	DDB_G0268486_ps		pseudogene			Y	6				0.891173
DDB_G0268488	tgrO_ps		pseudogene			Y					0.244623
DDB_G0268490	tgrO1		immunoglobulin E-set domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component		Y					0.326079
DDB_G0268492	DDB_G0268492			P:  || F: hydrolase activity || C: 	NUDIX	Y	6				0.959661
DDB_G0268494	DDB_G0268494					Y					0.922124
DDB_G0268496	DDB_G0268496		HesA/moeB/thiF family protein.	P:  || F: catalytic activity || C: 	ThiF	Y	2				1
DDB_G0268498	DDB_G0268498		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	10				1
DDB_G0268500	DDB_G0268500		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y					0.93045
DDB_G0268502	DDB_G0268502			"P:  || F: nucleic acid binding, zinc ion binding, metal ion binding || C: intracellular, nucleus"	zf-C2H2	Y					0.849028
DDB_G0268504	DDB_G0268504		Similar to Mus musculus (Mouse). sex-determining region Y protein (Testis-determining factor).	"P: regulation of transcription, DNA-dependent || F: nucleotide binding, ATP binding, transcription factor binding, nucleoside-triphosphatase activity || C: intracellular"		Y	42				0.977455
DDB_G0268506	DDB_G0268506		putative histone-like transcription factor	"P: biological_process || F: molecular_function, DNA binding, sequence-specific DNA binding || C: cellular_component, intracellular, nucleus"		Y	1				0.74019
DDB_G0268508	DDB_G0268508		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos"	Y					0.00233794
DDB_G0268510	DDB_G0268510		Pol.			Y					0.000927644
DDB_G0268512	wrn		"ATP-dependent DNA helicase RecQ family protein, Werner syndrome protein"	"P: DNA recombination || F: nucleic acid binding, ATP binding, ATP-dependent helicase activity || C: "		Y	3				0.902696
DDB_G0268516	tbcD		tubulin folding cofactor D		HEAT	Y					0.986049
DDB_G0268518	DDB_G0268518			P: translation || F:  || C: 	RRF	Y					0.997478
DDB_G0268520	DDB_G0268520		Endo-beta-N-acetylglucosaminidase (EC 3.2.1.96).		Glyco_hydro_85	Y					0.980877
DDB_G0268522	psmG3		proteasome assembly chaperone 3			Y	3				1
DDB_G0268524	DDB_G0268524		Pol.	"P: RNA-dependent DNA replication, sorocarp development || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos"	Y					0.000207254
DDB_G0268526	DDB_G0268526					Y					0.884109
DDB_G0268528	DDB_G0268528		Pol.			Y					0.0793079
DDB_G0268530	DDB_G0268530					Y	2				0.264
DDB_G0268532	DDB_G0268532					Y					0.741722
DDB_G0268534	DDB_G0268534					Y	2				1
DDB_G0268536	DDB_G0268536				F-box	Y					0.962106
DDB_G0268538	psmA5		"proteasome subunit alpha type 5, 20S proteasome subunit alpha-5"	"P: proteolysis, ubiquitin-dependent protein catabolic process || F: endopeptidase activity, peptidase activity, hydrolase activity || C: nucleus, cytoplasm, cytosol, proteasome core complex, protein complex"	"Proteasome, Proteasome_A_N"	Y	3				1
DDB_G0268540	ugt2		putative glycosyltransferase	"P: biological_process, metabolic process || F: transferase activity, transferase activity, transferring glycosyl groups || C: cellular_component"	Glyco_transf_28	Y					0.538403
DDB_G0268542	DDB_G0268542					Y					0.958525
DDB_G0268544	ugt3		putative glycosyltransferase	"P: biological_process, metabolic process || F: transferase activity, transferase activity, transferring glycosyl groups || C: cellular_component"	Glyco_transf_28	Y					0.538403
DDB_G0268546	DDB_G0268546			"P:  || F: nucleic acid binding, protein binding, zinc ion binding || C: "	"zf-C3HC4, zf-CCCH, zf-CCCH"	Y					0.99818
DDB_G0268548	pikF	PI3K4	"phosphatidylinositol 3-kinase, PI3kinase"	"P: cell motion, chemotaxis, actin filament polymerization, phosphoinositide phosphorylation, phosphoinositide-mediated signaling || F: 1-phosphatidylinositol-3-kinase activity || C: phosphoinositide 3-kinase complex"	"PI3_PI4_kinase, PI3Ka, PI3K_C2, PI3K_rbd"	Y	2				0.969639
DDB_G0268550	DDB_G0268550		"putative protein serine/threonine kinase, protein kinase, STE group"	"P: protein amino acid phosphorylation || F: nucleotide binding, protein serine/threonine kinase activity, ATP binding, kinase activity, transferase activity || C: cellular_component"	Pkinase	Y	4				0.960298
DDB_G0268552	DDB_G0268552					Y					0.994865
DDB_G0268554	DDB_G0268554					Y					0.549356
DDB_G0268556	psiE		PA14 domain-containing protein	P:  || F: protein binding || C: 	PA14	Y	31				0.531915
DDB_G0268558	DDB_G0268558			P:  || F:  || C: nucleus	"SET, Rubis-subs-bind"	Y					0.997104
DDB_G0268560	DDB_G0268560			P:  || F: zinc ion binding || C: 	SWIM	Y					0.90652
DDB_G0268562	DDB_G0268562			P:  || F: oxidoreductase activity || C: 	"Aldo_ket_red, Aldo_ket_red"	Y					0.790497
DDB_G0268564	DDB_G0268564		"transmembrane protein, putative peroxisomal membrane protein"	P: biological_process || F: molecular_function || C: integral to membrane	Pmp24	Y	5				0.985526
DDB_G0268566	DDB_G0268566					Y	3				0.921857
DDB_G0268568	DDB_G0268568					Y					0.534562
DDB_G0268570	DDB_G0268570				"FNIP, FNIP, FNIP, FNIP"	Y					0.983787
DDB_G0268572	DDB_G0268572					Y					0.945564
DDB_G0268574	eIF4e		eukaryotic translation initiation factor 4E	"P: translational initiation, hyperosmotic response || F: RNA binding, translation initiation factor activity || C: cytoplasm"	IF4E	Y	1				1
DDB_G0268576	DDB_G0268576				PH	Y	4				0.918717
DDB_G0268578	gefV	"RasGEFV, RasGEF"	"RasGEF domain-containing protein, leucine-rich repeat-containing protein (LRR)"	"P: intracellular signaling cascade, actin cytoskeleton organization, sorocarp development, regulation of small GTPase mediated signal transduction || F: actin binding, guanyl-nucleotide exchange factor activity, protein binding, Rho GTPase binding || C: cellular_component, intracellular"	"LRR_1, LRR_1, LRR_1, LRR_1, LRR_1, LRR_1, LRR_1, LRR_1, RasGEF, RasGEF_N, Drf_GBD"	Y	17	"V10490: aberrant cAMP wave formation, aberrant culmition"			0.977983
DDB_G0268580	DDB_G0268580		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos"	Y					0.00637329
DDB_G0268582	DDB_G0268582					Y					0.0331808
DDB_G0268584	DDB_G0268584				Aa_trans	Y	1				0.975985
DDB_G0268586	DDB_G0268586				SNARE_assoc	Y					1
DDB_G0268588	DDB_G0268588				"Ank, Ank, Ank, Ank, Ank, Ank, Ank, Ank, Ank"	Y	2				0.973668
DDB_G0268590	DDB_G0268590		unknown	P: biological_process || F: molecular_function || C: cellular_component		Y	3				0.999431
DDB_G0268592	dlpA		dynamin like protein	"P: biological_process || F: GTPase activity, GTP binding || C: cellular_component"		Y	140	dlpA-: aberrant cytokinesis	prestalk	PstAB SLA128 pattern	1
DDB_G0268594	DDB_G0268594					Y					0.913639
DDB_G0268596	DDB_G0268596		Pol.			Y					0.0428571
DDB_G0268598	DDB_G0268598		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	RVT_1	Y					0.0794045
DDB_G0268600	DDB_G0268600		unknown	P: biological_process || F: molecular_function || C: centrosome		Y	6				1
DDB_G0268602	DDB_G0268602					Y					1
DDB_G0268604	DDB_G0268604					Y					1
DDB_G0268606	DDB_G0268606		5'-B-MODULE (Fragment).			Y					0.00147929
DDB_G0268608	DDB_G0268608		Multifunctional protein (Fragment).	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	"RVT_1, Exo_endo_phos, Exo_endo_phos"	Y					0.0164526
DDB_G0268610	DDB_G0268610		Pol.	"P: RNA-dependent DNA replication || F: RNA binding, RNA-directed DNA polymerase activity || C: "	RVT_1	Y					0.0300401
DDB_G0268612	DDB_G0268612		Similar to Dictyostelium discoideum (Slime mold). hypothetical 97.7 kDa protein.		"FNIP, FNIP, FNIP, FNIP, FNIP"	Y					0.969397
DDB_G0268614	msh6		"mutS homolog, DNA mismatch repair protein"	"P: mismatch repair || F: DNA binding, damaged DNA binding, ATP binding, ATPase activity, mispaired DNA binding || C: nucleus, MutSalpha complex"	"MutS_V, MutS_I, MutS_II, MutS_IV, MutS_III"	Y	4				0.995243
DDB_G0268616	mtaA	"CP224, DdCP224"	"centrosomal protein CP224, XMAP215 family protein"	"P: microtubule cytoskeleton organization, cytokinesis, Golgi organization, microtubule polymerization, centrosome duplication || F: protein binding, microtubule binding, dynein binding || C: spindle pole, spindle pole, centrosome, centrosome, centrosome, centrosome, microtubule, cell cortex, endocytic vesicle"	"HEAT, HEAT"	Y	3	"[act15]:mtaA(1-813)/[dscB]tubA:GFP: aberrant microtubule cytoskeleton organization || [act6]:GFP:mtaA: aberrant cytokinesis, decreased length of astral microtubules, decreased number of astral microtubules, increased number of microtubule-organizing centers, increased sensitivity to nocodazole"			0.974681
DDB_G0268618	pinA		PinA (Fragment).	"P: protein folding || F: peptidyl-prolyl cis-trans isomerase activity, isomerase activity || C: "	"FHA, Rotamase"	Y	7				0.993812
DDB_G0268620	pkbA	"Akt, PKB, pkfC, DK1, AktPKB"	"protein serine/threonine kinase, protein kinase, AGC group, AKT family protein kinase, AKT/PKB protein kinase"	"P: protein amino acid phosphorylation, protein amino acid phosphorylation, chemotaxis, establishment or maintenance of cell polarity, myosin II filament assembly, culmination during sorocarp development, regulation of protein kinase activity, phosphoinositide-mediated signaling || F: protein kinase activity, protein serine/threonine kinase activity, protein serine/threonine kinase activity, protein serine/threonine kinase activity, protein serine/threonine kinase activity, protein binding, ATP binding, protein kinase regulator activity || C: cytosol, plasma membrane, cell cortex"	"Pkinase_C, PH, Pkinase"	Y	1				0.998503
DDB_G0268622	rac1B		Rho GTPase	"P: cytokinesis, endocytosis, chemotaxis, small GTPase mediated signal transduction, regulation of cell shape, sexual reproduction, sexual reproduction, regulation of actin filament polymerization, positive regulation of actin filament polymerization, aggregation involved in sorocarp development, chemotaxis to folate || F: nucleotide binding, GTP binding, protein kinase binding || C: intracellular, membrane"	Ras	Y	10	"[act15]:GFP:rac1B: increased filopodium formation, increased membrane ruffling || [dscB]:myc:rac1B: aberrant cytokinesis, decreased growth rate in suspension, delayed development, increased rate of endocytosis || [dscB]:myc:rac1B(G12V): aberrant cell morphology, abolished aggregation, decreased growth rate in suspension, decreased rate of endocytosis || [dscB]:myc:rac1B(Q61L): aberrant cell morphology, abolished aggregation, decreased growth rate in suspension, decreased rate of endocytosis || [dscB]:myc:rac1B(T17N): abolished aggregation, decreased growth rate in suspension, decreased rate of endocytosis"			0.969283
DDB_G0268624	DDB_G0268624		UPF0405 family protein	P: biological_process || F: molecular_function || C: cellular_component	DUF2348	Y	1				1
DDB_G0268626	DDB_G0268626		EGF-like domain-containing protein	P: biological_process || F: molecular_function || C: cellular_component	EGF_2	Y					0.99838
